product_id,product_name,category,subcategory,color,size,price,cost,season,launch_date
SKU00237,Red Heels,Shoes,Heels,Red,XXL,116.89,57.2,Spring,2024-04-01 23:48:11.843567
SKU00238,White Sandals,Shoes,Sandals,White,XS,126.88,64.37,Summer,2024-03-08 23:48:11.843574
SKU00239,Pink Skirts,Bottoms,Skirts,White,XXL,42.73,24.77,Winter,2024-11-10 23:48:11.843582
SKU00240,Pink Jackets,Outerwear,Jackets,Blue,XL,71.08,35.01,Spring,2024-03-15 23:48:11.843592
SKU00241,Black Summer Dresses,Dresses,Summer Dresses,Brown,M,125.22,51.92,Summer,2024-03-05 23:48:11.843599
SKU00242,White Coats,Outerwear,Coats,Black,XS,148.13,67.76,Winter,2024-12-10 23:48:11.843607
SKU00243,Brown Trousers,Bottoms,Trousers,Grey,L,75.55,31.43,Winter,2024-06-17 23:48:11.843615
SKU00244,Grey Boots,Shoes,Boots,White,S,149.03,63.41,Winter,2024-03-31 23:48:11.843623
SKU00245,Black Jeans,Bottoms,Jeans,Green,L,105.92,50.4,Winter,2024-03-29 23:48:11.843631
SKU00246,Pink Trousers,Bottoms,Trousers,Grey,S,52.21,29.34,Spring,2024-12-10 23:48:11.843641
SKU00247,Black Blazers,Outerwear,Blazers,Red,S,24.08,12.51,Spring,2024-05-12 23:48:11.843650
SKU00248,Red Sneakers,Shoes,Sneakers,Black,L,74.26,31.79,Summer,2024-11-28 23:48:11.843659
SKU00249,Grey Casual Dresses,Dresses,Casual Dresses,Grey,S,55.74,24.76,Summer,2024-04-04 23:48:11.843667
SKU00250,Black Evening Dresses,Dresses,Evening Dresses,Blue,XXL,106.63,63.39,Winter,2024-12-02 23:48:11.843675
SKU00251,Grey Heels,Shoes,Heels,Brown,L,35.14,19.36,Winter,2024-09-23 23:48:11.843683
SKU00252,Red Jackets,Outerwear,Jackets,Green,XXL,34.49,17.68,Winter,2024-11-27 23:48:11.843690
SKU00253,Blue Blazers,Outerwear,Blazers,Brown,S,49.42,28.88,Fall,2024-11-16 23:48:11.843698
SKU00254,Red Casual Dresses,Dresses,Casual Dresses,Black,M,65.92,28.85,Spring,2024-11-19 23:48:11.843706
SKU00255,Pink Scarves,Accessories,Scarves,Red,M,55.93,32.86,Spring,2024-09-09 23:48:11.843716
SKU00256,Pink Sneakers,Shoes,Sneakers,Red,XXL,96.59,56.31,Summer,2024-06-06 23:48:11.843724
SKU00257,Green Belts,Accessories,Belts,Brown,L,87.04,39.37,Fall,2024-07-22 23:48:11.843732
SKU00258,Pink Jewelry,Accessories,Jewelry,White,XXL,78.38,37.16,Fall,2024-09-13 23:48:11.843740
SKU00259,Red Jackets,Outerwear,Jackets,Blue,XS,50.2,21.61,Winter,2024-07-28 23:48:11.843748
SKU00260,Brown Casual Dresses,Dresses,Casual Dresses,Red,L,89.34,49.38,Fall,2024-08-17 23:48:11.843756
SKU00261,Pink Blazers,Outerwear,Blazers,Pink,S,113.92,48.76,Fall,2024-10-01 23:48:11.843763
SKU00262,Blue Jewelry,Accessories,Jewelry,Black,XL,19.57,10.82,Spring,2024-12-02 23:48:11.843771
SKU00263,Red Jackets,Outerwear,Jackets,White,XXL,35.39,17.38,Summer,2024-04-12 23:48:11.843779
SKU00264,Pink Shirts,Tops,Shirts,Black,XS,86.85,35.03,Winter,2024-12-20 23:48:11.843787
SKU00265,Green Sandals,Shoes,Sandals,Black,XL,124.78,52.58,Winter,2024-09-26 23:48:11.843795
SKU00266,Red Blouses,Tops,Blouses,Red,XL,86.07,48.11,Fall,2024-08-12 23:48:11.843802
SKU00267,Brown Sweaters,Tops,Sweaters,Pink,XL,47.83,25.68,Summer,2024-07-26 23:48:11.843810
SKU00268,White T-shirts,Tops,T-shirts,Brown,L,65.92,34.76,Winter,2024-11-28 23:48:11.843818
SKU00269,White Boots,Shoes,Boots,Pink,L,102.06,60.77,Fall,2024-03-12 23:48:11.843829
SKU00270,Red T-shirts,Tops,T-shirts,Red,XXL,134.82,55.18,Winter,2024-08-10 23:48:11.843837
SKU00271,Black Sweaters,Tops,Sweaters,Blue,M,17.11,7.34,Summer,2024-03-01 23:48:11.843845
SKU00272,White Heels,Shoes,Heels,Green,S,91.13,42.5,Winter,2024-03-25 23:48:11.843853
SKU00273,White Boots,Shoes,Boots,Grey,XS,28.19,13.2,Summer,2024-11-18 23:48:11.843862
SKU00274,Grey Jewelry,Accessories,Jewelry,Black,XXL,51.9,23.13,Winter,2024-04-19 23:48:11.843872
SKU00275,Brown Jewelry,Accessories,Jewelry,Blue,XXL,94.09,52.17,Winter,2024-11-13 23:48:11.843879
SKU00276,White Casual Dresses,Dresses,Casual Dresses,White,M,35.82,16.6,Summer,2024-06-10 23:48:11.843887
SKU00277,Black T-shirts,Tops,T-shirts,Green,L,63.59,27.12,Fall,2024-11-04 23:48:11.843895
SKU00278,Pink Shorts,Bottoms,Shorts,Brown,XS,18.55,7.77,Fall,2024-03-18 23:48:11.843902
SKU00279,Brown Belts,Accessories,Belts,Black,M,70.86,41.17,Spring,2024-03-15 23:48:11.843910
SKU00280,Brown Trousers,Bottoms,Trousers,Blue,S,51.3,22.02,Fall,2024-04-18 23:48:11.843918
SKU00281,Green Shorts,Bottoms,Shorts,Brown,M,80.37,36.19,Spring,2024-06-25 23:48:11.843925
SKU00282,Red Shorts,Bottoms,Shorts,Pink,XS,33.29,15.53,Spring,2024-06-07 23:48:11.843933
SKU00283,Grey Jewelry,Accessories,Jewelry,Pink,M,73.13,33.94,Summer,2024-07-26 23:48:11.843941
SKU00284,Pink Boots,Shoes,Boots,Grey,S,145.22,79.43,Fall,2024-07-30 23:48:11.843949
SKU00285,Red Heels,Shoes,Heels,Grey,L,52.84,22.34,Winter,2024-06-23 23:48:11.843957
SKU00286,Blue Scarves,Accessories,Scarves,Black,XXL,77.32,43.26,Summer,2024-05-16 23:48:11.843965
SKU00287,Brown Sneakers,Shoes,Sneakers,Pink,S,100.5,53.44,Summer,2024-08-19 23:48:11.843972
SKU00288,Brown Heels,Shoes,Heels,White,L,148.74,71.42,Winter,2024-03-03 23:48:11.843980
SKU00289,Black Jewelry,Accessories,Jewelry,Grey,XXL,135.89,75.25,Spring,2024-11-01 23:48:11.843988
SKU00290,Blue Sandals,Shoes,Sandals,Black,XL,147.79,87.66,Winter,2024-07-10 23:48:11.843998
SKU00291,Black Jackets,Outerwear,Jackets,White,M,44.97,21.35,Summer,2024-05-12 23:48:11.844006
SKU00292,Blue Blazers,Outerwear,Blazers,Grey,XS,80.17,46.83,Fall,2024-05-28 23:48:11.844014
SKU00293,Blue T-shirts,Tops,T-shirts,Grey,M,61.31,30.45,Summer,2024-04-04 23:48:11.844022
SKU00294,Pink Jackets,Outerwear,Jackets,Pink,M,24.07,9.74,Spring,2024-10-29 23:48:11.844032
SKU00295,White Summer Dresses,Dresses,Summer Dresses,Blue,XXL,47.93,20.71,Summer,2024-03-19 23:48:11.844040
SKU00296,Pink Jewelry,Accessories,Jewelry,Red,L,100.02,53.16,Summer,2024-02-03 23:48:11.844048
SKU00297,Red Jackets,Outerwear,Jackets,Pink,XL,72.99,32.2,Spring,2024-09-08 23:48:11.844055
SKU00298,White Sneakers,Shoes,Sneakers,Blue,M,59.01,26.7,Winter,2024-10-29 23:48:11.844063
SKU00299,Grey Blazers,Outerwear,Blazers,Brown,XL,67.99,31.98,Spring,2024-07-01 23:48:11.844071
SKU00300,Blue Blazers,Outerwear,Blazers,Green,XL,94.67,40.1,Summer,2024-07-19 23:48:11.844079
SKU00301,Blue Casual Dresses,Dresses,Casual Dresses,Grey,XXL,34.08,17.7,Winter,2024-05-26 23:48:11.844087
SKU00302,Brown Jewelry,Accessories,Jewelry,Blue,L,100.79,43.68,Summer,2024-03-17 23:48:11.844094
SKU00303,Blue Casual Dresses,Dresses,Casual Dresses,Grey,L,98.62,49.01,Fall,2024-12-22 23:48:11.844102
SKU00304,Pink Shorts,Bottoms,Shorts,Brown,XXL,81.38,35.27,Winter,2024-04-20 23:48:11.844110
SKU00305,Red Bags,Accessories,Bags,Green,XS,52.11,28.98,Fall,2024-10-01 23:48:11.844118
SKU00306,White Jewelry,Accessories,Jewelry,White,M,119.64,67.54,Fall,2024-03-24 23:48:11.844126
SKU00307,Red Shirts,Tops,Shirts,Brown,XS,114.36,65.75,Summer,2024-07-27 23:48:11.844134
SKU00308,Green Shirts,Tops,Shirts,Grey,XS,74.27,32.83,Spring,2024-08-27 23:48:11.844141
SKU00309,Brown Sandals,Shoes,Sandals,Blue,XL,33.8,18.96,Summer,2024-09-12 23:48:11.844150
SKU00310,Green Belts,Accessories,Belts,Blue,M,147.17,75.73,Fall,2024-07-31 23:48:11.844164
SKU00311,Blue Bags,Accessories,Bags,Brown,XS,148.99,67.04,Summer,2024-10-20 23:48:11.844174
SKU00312,Red Sandals,Shoes,Sandals,Brown,L,34.19,16.51,Fall,2024-02-09 23:48:11.844184
SKU00313,White Jackets,Outerwear,Jackets,Brown,XL,116.22,68.58,Fall,2024-05-08 23:48:11.844194
SKU00314,Black Summer Dresses,Dresses,Summer Dresses,White,XXL,146.24,81.77,Fall,2024-11-24 23:48:11.844202
SKU00315,Brown Jackets,Outerwear,Jackets,Red,L,51.25,26.11,Fall,2024-07-07 23:48:11.844209
SKU00316,Grey Shorts,Bottoms,Shorts,Black,XS,28.44,12.08,Winter,2024-12-18 23:48:11.844218
SKU00317,Pink Shorts,Bottoms,Shorts,Black,L,42.31,18.27,Summer,2024-07-25 23:48:11.844225
SKU00318,Grey Casual Dresses,Dresses,Casual Dresses,Green,XS,65.2,31.25,Summer,2024-11-30 23:48:11.844233
SKU00319,Red Summer Dresses,Dresses,Summer Dresses,Brown,XXL,27.31,12.09,Spring,2024-12-26 23:48:11.844241
SKU00320,Red Blouses,Tops,Blouses,Pink,XS,16.09,9.62,Fall,2024-10-26 23:48:11.844249
SKU00321,Blue Blazers,Outerwear,Blazers,Pink,XS,45.91,19.31,Spring,2024-11-04 23:48:11.844256
SKU00322,Blue Evening Dresses,Dresses,Evening Dresses,Brown,S,101.61,51.42,Summer,2024-11-21 23:48:11.844264
SKU00323,Pink Blouses,Tops,Blouses,Grey,XXL,43.76,22.9,Summer,2024-05-30 23:48:11.844272
SKU00324,White Jackets,Outerwear,Jackets,White,S,116.58,69.09,Winter,2024-06-30 23:48:11.844280
SKU00325,Red Casual Dresses,Dresses,Casual Dresses,Green,XXL,26.37,15.02,Fall,2024-12-13 23:48:11.844292
SKU00326,Red Sandals,Shoes,Sandals,Red,XXL,67.89,33.88,Spring,2024-08-26 23:48:11.844300
SKU00327,Pink Blouses,Tops,Blouses,White,XL,134.98,79.2,Spring,2024-06-25 23:48:11.844308
SKU00328,Brown Shorts,Bottoms,Shorts,Grey,XL,107.2,43.24,Winter,2024-11-19 23:48:11.844316
SKU00329,Green T-shirts,Tops,T-shirts,Red,XS,139.55,63.82,Winter,2024-04-11 23:48:11.844324
SKU00330,Brown Heels,Shoes,Heels,Brown,XS,101.47,42.28,Summer,2024-08-06 23:48:11.844331
SKU00331,Blue Blouses,Tops,Blouses,Grey,L,94.17,50.83,Spring,2024-07-21 23:48:11.844340
SKU00332,Black Boots,Shoes,Boots,Red,XS,139.82,73.05,Spring,2024-05-08 23:48:11.844349
SKU00333,Blue Sweaters,Tops,Sweaters,White,XS,110.57,55.21,Spring,2024-10-04 23:48:11.844359
SKU00334,Green Summer Dresses,Dresses,Summer Dresses,Blue,M,32.14,17.81,Fall,2024-10-27 23:48:11.844367
SKU00335,Brown Sweaters,Tops,Sweaters,Green,XL,23.62,11.6,Spring,2024-04-16 23:48:11.844375
SKU00336,Pink Casual Dresses,Dresses,Casual Dresses,Blue,M,36.24,19.38,Spring,2024-03-08 23:48:11.844383
SKU00337,Black Blouses,Tops,Blouses,Black,XS,48.01,22.88,Winter,2024-06-23 23:48:11.844391
SKU00338,Black Trousers,Bottoms,Trousers,Brown,S,58.44,26.55,Winter,2024-07-16 23:48:11.844399
SKU00339,White Sweaters,Tops,Sweaters,Black,S,45.13,18.67,Spring,2024-06-04 23:48:11.844407
SKU00340,Green Coats,Outerwear,Coats,Grey,XS,89.67,39.47,Spring,2024-06-21 23:48:11.844415
SKU00341,Red Belts,Accessories,Belts,Pink,M,94.88,51.85,Winter,2024-09-17 23:48:11.844422
SKU00342,Blue Scarves,Accessories,Scarves,Black,L,18.23,10.35,Fall,2024-02-05 23:48:11.844430
SKU00343,Black Sweaters,Tops,Sweaters,Brown,XXL,113.17,57.26,Spring,2024-09-12 23:48:11.844438
SKU00344,Pink Shorts,Bottoms,Shorts,Black,S,111.07,64.89,Spring,2024-12-04 23:48:11.844446
SKU00345,Grey Jewelry,Accessories,Jewelry,Pink,XXL,26.46,11.29,Spring,2024-04-12 23:48:11.844453
SKU00346,Black Jackets,Outerwear,Jackets,Brown,XXL,145.17,65.65,Summer,2024-07-30 23:48:11.844461
SKU00347,Grey Evening Dresses,Dresses,Evening Dresses,Grey,L,51.71,22.09,Spring,2024-09-14 23:48:11.844469
SKU00348,Blue Bags,Accessories,Bags,White,S,75.69,32.1,Fall,2024-06-01 23:48:11.844476
SKU00349,Pink Casual Dresses,Dresses,Casual Dresses,Green,L,50.78,21.91,Spring,2024-11-10 23:48:11.844484
SKU00350,Black Sandals,Shoes,Sandals,Red,M,35.02,16.78,Summer,2024-06-27 23:48:11.844493
SKU00351,Green Sweaters,Tops,Sweaters,Blue,XS,143.53,78.89,Winter,2024-03-17 23:48:11.844501
SKU00352,Pink Jeans,Bottoms,Jeans,White,S,31.4,13.38,Spring,2024-09-04 23:48:11.844514
SKU00353,White Coats,Outerwear,Coats,Green,XS,17.94,10.41,Spring,2024-09-16 23:48:11.844542
SKU00354,White Jackets,Outerwear,Jackets,Grey,XS,20.76,9.0,Winter,2024-12-01 23:48:11.844576
SKU00355,Brown Jewelry,Accessories,Jewelry,Pink,XS,66.67,31.39,Winter,2024-09-29 23:48:11.844628
SKU00356,Green Skirts,Bottoms,Skirts,Pink,S,19.68,9.84,Summer,2024-07-28 23:48:11.844660
SKU00357,Black Jewelry,Accessories,Jewelry,White,M,66.71,35.26,Winter,2024-09-15 23:48:11.844673
SKU00358,Black Scarves,Accessories,Scarves,Brown,XXL,63.48,36.98,Winter,2024-07-03 23:48:11.844682
SKU00359,Brown Belts,Accessories,Belts,Green,S,18.52,10.73,Summer,2024-12-11 23:48:11.844690
SKU00360,Pink Casual Dresses,Dresses,Casual Dresses,Grey,XL,149.95,67.41,Summer,2024-11-05 23:48:11.844698
SKU00361,Black Skirts,Bottoms,Skirts,Red,XL,129.28,75.89,Winter,2024-06-28 23:48:11.844706
SKU00362,Red Trousers,Bottoms,Trousers,Grey,XXL,109.18,64.36,Spring,2024-06-29 23:48:11.844714
SKU00363,Red Scarves,Accessories,Scarves,Pink,XL,56.72,23.71,Winter,2024-12-07 23:48:11.844722
SKU00364,Black Trousers,Bottoms,Trousers,Pink,XS,59.78,27.99,Summer,2024-10-21 23:48:11.844730
SKU00365,Black Skirts,Bottoms,Skirts,Black,S,94.19,53.62,Summer,2024-10-31 23:48:11.844738
SKU00366,Grey Casual Dresses,Dresses,Casual Dresses,Brown,XL,28.64,12.24,Fall,2024-07-14 23:48:11.844746
SKU00367,Pink Shorts,Bottoms,Shorts,Grey,S,110.47,58.89,Fall,2024-09-03 23:48:11.844754
SKU00368,Green Shorts,Bottoms,Shorts,Green,S,38.99,18.65,Spring,2024-03-08 23:48:11.844762
SKU00369,Blue Bags,Accessories,Bags,Grey,XL,44.82,19.19,Spring,2024-04-16 23:48:11.844770
SKU00370,Red Sneakers,Shoes,Sneakers,Grey,M,37.66,20.56,Spring,2024-02-03 23:48:11.844778
SKU00371,Black Evening Dresses,Dresses,Evening Dresses,Green,S,48.69,21.98,Spring,2024-06-30 23:48:11.844786
SKU00372,Black T-shirts,Tops,T-shirts,Brown,L,113.9,56.79,Summer,2024-05-29 23:48:11.844798
SKU00373,Brown Coats,Outerwear,Coats,White,L,121.48,59.56,Summer,2024-10-04 23:48:11.844808
SKU00374,Black Sweaters,Tops,Sweaters,Grey,M,143.47,62.27,Spring,2024-07-04 23:48:11.844816
SKU00375,White Jackets,Outerwear,Jackets,White,M,95.19,46.29,Winter,2024-12-11 23:48:11.844826
SKU00376,Brown Boots,Shoes,Boots,Blue,XS,28.67,13.81,Summer,2024-09-20 23:48:11.844834
SKU00377,Green Belts,Accessories,Belts,Green,S,27.95,14.25,Winter,2024-03-09 23:48:11.844841
SKU00378,Black Jackets,Outerwear,Jackets,Grey,XS,72.73,37.82,Fall,2024-02-10 23:48:11.844849
SKU00379,Black Jeans,Bottoms,Jeans,Red,S,101.16,57.54,Spring,2024-04-28 23:48:11.844856
SKU00380,Pink Evening Dresses,Dresses,Evening Dresses,Pink,XXL,50.78,24.08,Winter,2024-09-23 23:48:11.844864
SKU00381,Blue Coats,Outerwear,Coats,Pink,XS,50.54,22.5,Winter,2024-08-14 23:48:11.844872
SKU00382,Black Summer Dresses,Dresses,Summer Dresses,Blue,XXL,105.11,59.03,Spring,2024-07-03 23:48:11.844879
SKU00383,Red Blazers,Outerwear,Blazers,Black,L,125.48,67.43,Winter,2024-03-27 23:48:11.844887
SKU00384,Red Blazers,Outerwear,Blazers,Pink,M,25.66,13.2,Spring,2024-04-13 23:48:11.844895
SKU00385,White Scarves,Accessories,Scarves,Pink,S,143.12,80.39,Summer,2024-09-09 23:48:11.844903
SKU00386,Brown Jeans,Bottoms,Jeans,White,XXL,73.78,33.32,Summer,2024-02-26 23:48:11.844911
SKU00387,White Sneakers,Shoes,Sneakers,Brown,XL,68.64,34.59,Fall,2024-08-07 23:48:11.844919
SKU00388,White Shirts,Tops,Shirts,Brown,S,35.01,17.94,Spring,2024-11-02 23:48:11.844927
SKU00389,Grey Sweaters,Tops,Sweaters,Brown,M,66.71,34.81,Winter,2024-03-09 23:48:11.844936
SKU00390,Green Blouses,Tops,Blouses,Brown,S,98.46,47.18,Winter,2024-12-07 23:48:11.844944
SKU00391,Red Summer Dresses,Dresses,Summer Dresses,Black,XXL,79.15,31.98,Fall,2024-06-19 23:48:11.844953
SKU00392,Green Evening Dresses,Dresses,Evening Dresses,Pink,XXL,107.46,49.44,Summer,2024-10-19 23:48:11.844961
SKU00393,Grey Heels,Shoes,Heels,Green,XXL,71.26,34.8,Spring,2024-09-21 23:48:11.844969
SKU00394,Pink Blazers,Outerwear,Blazers,Grey,XS,84.56,39.09,Summer,2024-11-23 23:48:11.844977
SKU00395,Blue Jewelry,Accessories,Jewelry,Black,S,41.02,18.45,Summer,2024-11-27 23:48:11.844985
SKU00396,Grey Jackets,Outerwear,Jackets,Red,M,64.73,31.03,Winter,2024-04-12 23:48:11.844995
SKU00397,Red T-shirts,Tops,T-shirts,Grey,L,95.2,49.25,Summer,2024-04-28 23:48:11.845002
SKU00398,Blue Evening Dresses,Dresses,Evening Dresses,Green,XXL,127.17,51.57,Spring,2024-08-03 23:48:11.845010
SKU00399,Red Blouses,Tops,Blouses,Red,XXL,45.39,24.07,Summer,2024-08-11 23:48:11.845018
SKU00400,Black Bags,Accessories,Bags,Pink,S,102.4,46.13,Spring,2024-09-03 23:48:11.845026
SKU00401,Green Summer Dresses,Dresses,Summer Dresses,Brown,L,129.96,57.66,Winter,2024-08-19 23:48:11.845036
SKU00402,Brown Summer Dresses,Dresses,Summer Dresses,White,XS,84.05,44.5,Fall,2024-03-14 23:48:11.845044
SKU00403,Green Belts,Accessories,Belts,White,L,23.62,10.98,Fall,2024-02-03 23:48:11.845052
SKU00404,Green Evening Dresses,Dresses,Evening Dresses,Red,S,84.83,47.6,Summer,2024-11-27 23:48:11.845059
SKU00405,Grey Jewelry,Accessories,Jewelry,Blue,XXL,18.44,8.33,Winter,2024-07-28 23:48:11.845067
SKU00406,Brown Coats,Outerwear,Coats,Black,XL,110.59,60.31,Summer,2024-07-04 23:48:11.845075
SKU00407,Grey Shorts,Bottoms,Shorts,Green,S,128.49,53.9,Summer,2024-07-29 23:48:11.845083
SKU00408,Blue Skirts,Bottoms,Skirts,Grey,XXL,27.06,14.85,Fall,2024-09-03 23:48:11.845091
SKU00409,Grey Evening Dresses,Dresses,Evening Dresses,Grey,M,94.05,46.47,Winter,2024-10-27 23:48:11.845099
SKU00410,Pink Sneakers,Shoes,Sneakers,Red,XL,31.18,14.33,Winter,2024-03-30 23:48:11.845107
SKU00411,Blue Blouses,Tops,Blouses,Red,M,70.24,32.54,Winter,2024-10-14 23:48:11.845123
SKU00412,White Boots,Shoes,Boots,Pink,M,100.19,52.79,Summer,2024-07-19 23:48:11.845131
SKU00413,Green Shirts,Tops,Shirts,Red,S,92.8,51.69,Summer,2024-04-20 23:48:11.845138
SKU00414,Brown Blouses,Tops,Blouses,Brown,L,72.92,29.24,Winter,2024-06-13 23:48:11.845146
SKU00415,Grey Scarves,Accessories,Scarves,Black,M,117.17,62.73,Summer,2024-12-17 23:48:11.845154
SKU00416,Red Boots,Shoes,Boots,Grey,M,32.41,16.78,Winter,2024-04-13 23:48:11.845161
SKU00417,Black Jeans,Bottoms,Jeans,Green,M,76.55,44.21,Fall,2024-05-18 23:48:11.845171
SKU00418,Pink Skirts,Bottoms,Skirts,Grey,S,37.26,16.61,Winter,2024-12-17 23:48:11.845183
SKU00419,Red Boots,Shoes,Boots,Black,XL,83.13,45.07,Spring,2024-06-22 23:48:11.845191
SKU00420,Green Shirts,Tops,Shirts,Black,XL,149.28,61.15,Spring,2024-12-16 23:48:11.845199
SKU00421,Pink Shirts,Tops,Shirts,Brown,XS,88.88,39.2,Winter,2024-10-09 23:48:11.845206
SKU00422,Green Sneakers,Shoes,Sneakers,Brown,XXL,28.63,14.92,Fall,2024-02-12 23:48:11.845214
SKU00423,White Shorts,Bottoms,Shorts,White,M,30.39,13.36,Spring,2024-04-16 23:48:11.845222
SKU00424,Red Skirts,Bottoms,Skirts,Grey,XXL,70.32,35.84,Summer,2024-12-06 23:48:11.845229
SKU00425,Grey Shorts,Bottoms,Shorts,Red,XS,16.72,9.48,Spring,2024-10-31 23:48:11.845237
SKU00426,Blue Heels,Shoes,Heels,White,XL,25.13,13.29,Spring,2024-08-17 23:48:11.845245
SKU00427,Green Coats,Outerwear,Coats,Pink,XS,28.47,16.24,Summer,2024-12-06 23:48:11.845252
SKU00428,Grey Summer Dresses,Dresses,Summer Dresses,Brown,XXL,30.65,17.48,Spring,2024-12-22 23:48:11.845260
SKU00429,Grey Boots,Shoes,Boots,Grey,L,143.94,68.3,Fall,2024-11-09 23:48:11.845268
SKU00430,White Casual Dresses,Dresses,Casual Dresses,Brown,L,144.91,77.96,Fall,2024-06-12 23:48:11.845278
SKU00431,Blue Coats,Outerwear,Coats,White,S,108.98,45.85,Spring,2024-10-06 23:48:11.845286
SKU00432,Pink Jewelry,Accessories,Jewelry,Blue,XL,66.27,26.89,Fall,2024-02-17 23:48:11.845294
SKU00433,Pink Boots,Shoes,Boots,Pink,XS,134.83,55.64,Winter,2024-12-03 23:48:11.845302
SKU00434,Black Sandals,Shoes,Sandals,Red,XXL,132.87,70.73,Spring,2024-05-19 23:48:11.845310
SKU00435,Grey Shorts,Bottoms,Shorts,Brown,S,128.27,67.81,Spring,2024-12-21 23:48:11.845318
SKU00436,Pink Shorts,Bottoms,Shorts,Blue,XS,116.44,54.28,Fall,2024-08-25 23:48:11.845325
SKU00437,Red Casual Dresses,Dresses,Casual Dresses,Brown,L,125.31,61.26,Spring,2024-05-05 23:48:11.845335
SKU00438,White Jewelry,Accessories,Jewelry,Pink,L,57.67,24.25,Winter,2024-12-17 23:48:11.845343
SKU00439,Black Jackets,Outerwear,Jackets,White,XL,145.03,74.32,Fall,2024-04-10 23:48:11.845353
SKU00440,Grey Heels,Shoes,Heels,Grey,XS,125.24,64.13,Winter,2024-07-10 23:48:11.845361
SKU00441,Grey Jewelry,Accessories,Jewelry,Pink,XS,28.15,13.18,Summer,2024-12-25 23:48:11.845368
SKU00442,Grey Sandals,Shoes,Sandals,White,XS,136.08,76.8,Winter,2024-10-16 23:48:11.845376
SKU00443,White Heels,Shoes,Heels,Green,XL,41.45,18.37,Spring,2024-06-08 23:48:11.845383
SKU00444,White Skirts,Bottoms,Skirts,Brown,XS,140.09,68.85,Spring,2024-05-10 23:48:11.845391
SKU00445,Pink Scarves,Accessories,Scarves,Black,XL,114.39,56.8,Winter,2024-03-02 23:48:11.845399
SKU00446,Blue Scarves,Accessories,Scarves,Blue,XS,67.3,38.78,Fall,2024-04-12 23:48:11.845408
SKU00447,Red Blazers,Outerwear,Blazers,Green,L,145.09,81.39,Fall,2024-05-09 23:48:11.845415
SKU00448,Green Shorts,Bottoms,Shorts,Grey,XXL,114.47,50.59,Summer,2024-09-15 23:48:11.845423
SKU00449,Grey Sandals,Shoes,Sandals,Blue,XXL,102.76,52.25,Summer,2024-04-13 23:48:11.845431
SKU00450,White Sandals,Shoes,Sandals,Grey,XL,79.85,36.51,Winter,2024-03-28 23:48:11.845441
SKU00451,White Jackets,Outerwear,Jackets,Black,L,34.62,15.7,Spring,2024-09-15 23:48:11.845449
SKU00452,Green Skirts,Bottoms,Skirts,Blue,XS,108.23,59.6,Fall,2024-09-13 23:48:11.845457
SKU00453,Pink Sweaters,Tops,Sweaters,White,XL,132.18,63.15,Summer,2024-03-14 23:48:11.845465
SKU00454,Black Belts,Accessories,Belts,Brown,L,71.24,29.26,Fall,2024-03-19 23:48:11.845473
SKU00455,Red Sandals,Shoes,Sandals,Pink,S,138.05,70.31,Fall,2024-02-29 23:48:11.845481
SKU00456,Red Scarves,Accessories,Scarves,Green,L,38.95,23.08,Spring,2024-09-22 23:48:11.845489
SKU00457,Brown Sneakers,Shoes,Sneakers,Black,L,52.68,22.77,Fall,2024-10-21 23:48:11.845498
SKU00458,Grey Casual Dresses,Dresses,Casual Dresses,Pink,XXL,141.56,82.92,Spring,2024-10-09 23:48:11.845506
SKU00459,Green Bags,Accessories,Bags,Pink,XL,89.27,45.09,Spring,2024-07-17 23:48:11.845513
SKU00460,Blue Jeans,Bottoms,Jeans,Brown,XL,87.5,38.87,Spring,2024-07-01 23:48:11.845526
SKU00461,Grey Skirts,Bottoms,Skirts,Grey,M,44.49,25.13,Winter,2024-03-14 23:48:11.845534
SKU00462,White Sneakers,Shoes,Sneakers,Grey,L,47.45,25.46,Summer,2024-12-06 23:48:11.845542
SKU00463,White Evening Dresses,Dresses,Evening Dresses,Brown,M,87.93,51.2,Fall,2024-12-14 23:48:11.845550
SKU00464,Pink Summer Dresses,Dresses,Summer Dresses,Pink,XS,55.02,27.66,Summer,2024-07-15 23:48:11.845558
SKU00465,Black Blouses,Tops,Blouses,White,S,105.5,59.83,Summer,2024-05-23 23:48:11.845566
SKU00466,White Shorts,Bottoms,Shorts,Blue,XS,77.0,32.15,Fall,2024-12-07 23:48:11.845575
SKU00467,Green Blouses,Tops,Blouses,White,XL,125.92,60.14,Fall,2024-06-01 23:48:11.845583
SKU00468,Brown Heels,Shoes,Heels,Grey,XS,67.58,27.11,Spring,2024-03-28 23:48:11.845591
SKU00469,Black Sneakers,Shoes,Sneakers,White,M,140.29,78.19,Spring,2024-07-31 23:48:11.845601
SKU00470,White Summer Dresses,Dresses,Summer Dresses,Green,L,66.49,28.67,Spring,2024-04-28 23:48:11.845609
SKU00471,Brown Trousers,Bottoms,Trousers,Green,XXL,34.45,17.59,Fall,2024-12-21 23:48:11.845617
SKU00472,White Scarves,Accessories,Scarves,Black,XS,92.32,47.04,Winter,2024-03-26 23:48:11.845624
SKU00473,Red Sweaters,Tops,Sweaters,Grey,S,70.71,30.89,Summer,2024-10-05 23:48:11.845632
SKU00474,Red Belts,Accessories,Belts,White,S,105.58,51.97,Spring,2024-03-20 23:48:11.845640
